2023-10-16 17:11:08,696 INFO    StreamThr :3634311 [internal.py:wandb_internal():86] W&B internal server running at pid: 3634311, started at: 2023-10-16 17:11:08.694902
2023-10-16 17:11:08,817 DEBUG   HandlerThread:3634311 [system_monitor.py:probe():223] {'os': 'Linux-4.18.0-372.26.1.el8_6.x86_64-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-10-16T21:11:08.802867', 'startedAt': '2023-10-16T21:11:08.682155', 'docker': None, 'cuda': None, 'args': ('config/train_gpt2.py',), 'state': 'running', 'program': '/scratch/jl14310/nanoGPTenv/nanoGPT/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/karpathy/nanoGPT.git', 'commit': 'eba36e84649f3c6d840a93092cb779a260544d08'}, 'email': None, 'root': '/scratch/jl14310/nanoGPTenv/nanoGPT', 'host': 'gv005.hpc.nyu.edu', 'username': 'jl14310', 'executable': '/ext3/miniconda3/bin/python', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 3.8756041666666694, 'min': 3900.0, 'max': 3900.0}, 'cpu_freq_per_core': [{'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.5, 'min': 3900.0, 'max': 3900.0}, {'current': 3.129, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}, {'current': 3.9, 'min': 3900.0, 'max': 3900.0}], 'disk': {'/': {'total': 25.977550506591797, 'used': 5.143035888671875}}, 'gpu': 'Tesla V100-PCIE-32GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla V100-PCIE-32GB', 'memory_total': 34359738368}], 'memory': {'total': 377.3237648010254}}
2023-10-16 17:11:08,821 INFO    HandlerThread:3634311 [system_monitor.py:probe():224] Finished collecting system info
2023-10-16 17:11:08,821 INFO    HandlerThread:3634311 [system_monitor.py:probe():227] Publishing system info
2023-10-16 17:11:08,821 DEBUG   HandlerThread:3634311 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-16 17:11:08,821 DEBUG   HandlerThread:3634311 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-16 17:11:08,821 DEBUG   HandlerThread:3634311 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-16 17:11:11,923 DEBUG   HandlerThread:3634311 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-16 17:11:11,925 INFO    HandlerThread:3634311 [system_monitor.py:probe():229] Finished publishing system info
2023-10-16 17:11:13,715 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:13,715 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:18,741 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:18,741 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:23,771 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:23,771 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:28,777 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:28,777 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:33,798 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:33,798 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:38,803 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:38,803 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:43,816 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:43,816 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:48,821 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:48,821 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:52,372 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: partial_history
2023-10-16 17:11:53,824 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:53,824 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:11:58,853 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:11:58,853 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:03,860 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:03,860 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:08,812 DEBUG   SystemMonitor:3634311 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-16 17:12:08,871 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:08,871 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:13,872 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:13,873 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:18,874 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:18,874 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:23,875 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:23,875 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:28,876 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:28,876 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:33,876 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:33,877 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:38,877 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:38,878 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:43,878 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:43,878 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:48,879 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:48,879 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:53,880 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:53,880 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:12:58,881 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:12:58,881 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:03,882 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:03,882 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:08,882 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:08,883 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:13,883 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:13,883 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:18,884 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:18,884 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:23,885 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:23,885 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:28,886 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:28,886 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:33,886 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:33,887 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:38,895 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:38,895 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:43,896 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:43,896 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:48,897 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:48,897 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:53,898 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:53,898 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:13:58,899 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:13:58,899 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:03,903 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:03,903 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:08,904 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:08,904 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:13,905 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:13,905 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:18,909 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:18,909 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:23,910 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:23,910 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:28,911 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:28,911 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:33,912 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:33,912 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:38,913 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:38,913 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:43,913 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:43,914 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:48,914 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:48,915 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:53,915 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:53,915 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
2023-10-16 17:14:58,916 DEBUG   HandlerThread:3634311 [handler.py:handle_request():146] handle_request: status_report
2023-10-16 17:14:58,916 DEBUG   SenderThread:3634311 [sender.py:send_request():407] send_request: status_report
